"gene_name"	"description"	"transcript_name"	"refseq_protein"
"ARNT"	"aryl hydrocarbon receptor nuclear translocator isoform 3"	"NM_178427"	"NP_848514"
"GPRIN3"	"G protein-regulated inducer of neurite outgrowth 3"	"NM_198281"	"NP_938022"
"GPRIN2"	"G protein-regulated inducer of neurite outgrowth 2"	"NM_014696"	"NP_055511"
"GPRIN1"	"G protein-regulated inducer of neurite outgrowth 1"	"NM_052899"	"NP_443131"
"RGMA"	"repulsive guidance molecule A isoform 2 precursor"	"NM_001166288"	"NP_001159760"
"ETNK2"	"ethanolamine kinase 2 isoform 3"	"NM_001297761"	"NP_001284690"
"ITFG2"	"integrin-alpha FG-GAP repeat-containing protein 2"	"NM_018463"	"NP_060933"
"CREM"	"cAMP-responsive element modulator isoform 11"	"NM_182724"	"NP_874393"
"IFT46"	"intraflagellar transport protein 46 homolog isoform 2"	"NM_001168618"	"NP_001162089"
"CETN3"	"centrin-3 isoform 1"	"NM_001297765"	"NP_001284694"
"IL11"	"interleukin-11 isoform 2"	"NM_001267718"	"NP_001254647"
"KIAA0513"	"uncharacterized protein KIAA0513 isoform c"	"NM_001297766"	"NP_001284695"
"TXLNG"	"gamma-taxilin isoform 1"	"NM_018360"	"NP_060830"
"MRPS18C"	"28S ribosomal protein S18c, mitochondrial isoform 1"	"NM_016067"	"NP_057151"
"ASS1"	"argininosuccinate synthase"	"NM_054012"	"NP_446464"
"TMEM57"	"macoilin isoform a"	"NM_018202"	"NP_060672"
"MRPS18C"	"28S ribosomal protein S18c, mitochondrial isoform 2"	"NM_001297767"	"NP_001284696"
"ZNF157"	"zinc finger protein 157"	"NM_003446"	"NP_003437"
"MRPS18C"	"28S ribosomal protein S18c, mitochondrial isoform 3"	"NM_001297769"	"NP_001284698"
"ZNF557"	"zinc finger protein 557 isoform a"	"NM_024341"	"NP_077317"
"ZNF557"	"zinc finger protein 557 isoform a"	"NM_001044387"	"NP_001037852"
"MTHFS"	"5-formyltetrahydrofolate cyclo-ligase isoform a"	"NM_006441"	"NP_006432"
"ZNF557"	"zinc finger protein 557 isoform b"	"NM_001044388"	"NP_001037853"
"RGMA"	"repulsive guidance molecule A isoform 2 precursor"	"NM_001166289"	"NP_001159761"
"MAPKAPK2"	"MAP kinase-activated protein kinase 2 isoform 1"	"NM_004759"	"NP_004750"
"ERP29"	"endoplasmic reticulum resident protein 29 isoform 1 precursor"	"NM_006817"	"NP_006808"
"GULP1"	"PTB domain-containing engulfment adapter protein 1 isoform b"	"NM_001252668"	"NP_001239597"
"PIM1"	"serine/threonine-protein kinase pim-1 isoform 2"	"NM_002648"	"NP_002639"
"PALB2"	"partner and localizer of BRCA2"	"NM_024675"	"NP_078951"
"PSG1"	"pregnancy-specific beta-1-glycoprotein 1 isoform 4 precursor"	"NM_001297773"	"NP_001284702"
"TMEM57"	"macoilin isoform b"	"NM_001282564"	"NP_001269493"
"SETX"	"probable helicase senataxin"	"NM_015046"	"NP_055861"
"CD80"	"T-lymphocyte activation antigen CD80 precursor"	"NM_005191"	"NP_005182"
"HIPK1"	"homeodomain-interacting protein kinase 1 isoform 1"	"NM_198268"	"NP_938009"
"ACKR3"	"atypical chemokine receptor 3"	"NM_020311"	"NP_064707"
"MAPKAPK2"	"MAP kinase-activated protein kinase 2 isoform 2"	"NM_032960"	"NP_116584"
"SAE1"	"SUMO-activating enzyme subunit 1 isoform c"	"NM_001145714"	"NP_001139186"
"NID1"	"nidogen-1 precursor"	"NM_002508"	"NP_002499"
"STIL"	"SCL-interrupting locus protein isoform 2"	"NM_003035"	"NP_003026"
"GULP1"	"PTB domain-containing engulfment adapter protein 1 isoform c"	"NM_001252669"	"NP_001239598"
"CREM"	"cAMP-responsive element modulator isoform 13"	"NM_182769"	"NP_877570"
"OTUD7B"	"OTU domain-containing protein 7B"	"NM_020205"	"NP_064590"
"PCDH17"	"protocadherin-17 precursor"	"NM_001040429"	"NP_001035519"
"DDR1"	"epithelial discoidin domain-containing receptor 1 isoform 1 precursor"	"NM_001954"	"NP_001945"
"ATAD3A"	"ATPase family AAA domain-containing protein 3A isoform 2"	"NM_001170535"	"NP_001164006"
"S100B"	"protein S100-B"	"NM_006272"	"NP_006263"
"PAX1"	"paired box protein Pax-1 isoform 2"	"NM_001257096"	"NP_001244025"
"ATAD3A"	"ATPase family AAA domain-containing protein 3A isoform 3"	"NM_001170536"	"NP_001164007"
"HIPK1"	"homeodomain-interacting protein kinase 1 isoform 3 precursor"	"NM_198269"	"NP_938010"
"TRIM60"	"tripartite motif-containing protein 60"	"NM_152620"	"NP_689833"
"FLVCR1"	"feline leukemia virus subgroup C receptor-related protein 1"	"NM_014053"	"NP_054772"
"CHD8"	"chromodomain-helicase-DNA-binding protein 8 isoform 2"	"NM_020920"	"NP_065971"
"S100A9"	"protein S100-A9"	"NM_002965"	"NP_002956"
"WDR78"	"WD repeat-containing protein 78 isoform 2"	"NM_207014"	"NP_996897"
"WDR78"	"WD repeat-containing protein 78 isoform 1"	"NM_024763"	"NP_079039"
"ZNF684"	"zinc finger protein 684"	"NM_152373"	"NP_689586"
"CREM"	"cAMP-responsive element modulator isoform 14"	"NM_182770"	"NP_877571"
"TMEM235"	"transmembrane protein 235 isoform 1 precursor"	"NM_001204210"	"NP_001191139"
"KLHDC8A"	"kelch domain-containing protein 8A"	"NM_001271863"	"NP_001258792"
"C1orf54"	"uncharacterized protein C1orf54 isoform b precursor"	"NM_024579"	"NP_078855"
"NKAIN2"	"sodium/potassium-transporting ATPase subunit beta-1-interacting protein 2 isoform 1"	"NM_001040214"	"NP_001035304"
"NKAIN2"	"sodium/potassium-transporting ATPase subunit beta-1-interacting protein 2 isoform 2"	"NM_153355"	"NP_699186"
"S100A7"	"protein S100-A7"	"NM_002963"	"NP_002954"
"S100A10"	"protein S100-A10"	"NM_002966"	"NP_002957"
"LOC441155"	"zinc finger CCCH-type domain-containing-like"	"NM_001271675"	"NP_001258604"
"ASF1A"	"histone chaperone ASF1A"	"NM_014034"	"NP_054753"
"NKAIN2"	"sodium/potassium-transporting ATPase subunit beta-1-interacting protein 2 isoform 4"	"NM_001300738"	"NP_001287667"
"GALNT6"	"polypeptide N-acetylgalactosaminyltransferase 6"	"NM_007210"	"NP_009141"
"HDX"	"highly divergent homeobox isoform 2"	"NM_001177478"	"NP_001170949"
"TEX35"	"testis-expressed sequence 35 protein isoform 1"	"NM_032126"	"NP_115502"
"TEX35"	"testis-expressed sequence 35 protein isoform 3"	"NM_001170723"	"NP_001164194"
"WDR38"	"WD repeat-containing protein 38 isoform 4"	"NM_001276376"	"NP_001263305"
"SPDYE3"	"speedy protein E3"	"NM_001004351"	"NP_001004351"
"PIN4"	"peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 isoform 1"	"NM_006223"	"NP_006214"
"PIN4"	"peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 isoform 2"	"NM_001170747"	"NP_001164218"
"FAM122B"	"protein FAM122B isoform 2"	"NM_001166599"	"NP_001160071"
"FAM122B"	"protein FAM122B isoform 3"	"NM_001166600"	"NP_001160072"
"FAM122B"	"protein FAM122B isoform 4"	"NM_001170756"	"NP_001164227"
"FAM122B"	"protein FAM122B isoform 5"	"NM_001170757"	"NP_001164228"
"C11orf87"	"uncharacterized protein C11orf87 precursor"	"NM_207645"	"NP_997528"
"HFE"	"hereditary hemochromatosis protein isoform 12 precursor"	"NM_001300749"	"NP_001287678"
"GULP1"	"PTB domain-containing engulfment adapter protein 1 isoform a"	"NM_016315"	"NP_057399"
"CREM"	"cAMP-responsive element modulator isoform 15"	"NM_182771"	"NP_877572"
"FAM122C"	"protein FAM122C isoform 2"	"NM_138819"	"NP_620174"
"FAM122C"	"protein FAM122C isoform 1"	"NM_001170779"	"NP_001164250"
"FAM122C"	"protein FAM122C isoform 3"	"NM_001170780"	"NP_001164251"
"FAM122C"	"protein FAM122C isoform 4"	"NM_001170781"	"NP_001164252"
"FAM122C"	"protein FAM122C isoform 5"	"NM_001170782"	"NP_001164253"
"FAM122C"	"protein FAM122C isoform 6"	"NM_001170783"	"NP_001164254"
"ST20-MTHFS"	"ST20-MTHFS protein"	"NM_001199760"	"NP_001186689"
"FAM122C"	"protein FAM122C isoform 6"	"NM_001170784"	"NP_001164255"
"TRIM60"	"tripartite motif-containing protein 60"	"NM_001258025"	"NP_001244954"
"C3orf30"	"uncharacterized protein C3orf30"	"NM_152539"	"NP_689752"
"DMD"	"dystrophin Dp427p2 isoform"	"NM_004010"	"NP_004001"
"TMEM50A"	"transmembrane protein 50A"	"NM_014313"	"NP_055128"
"POMGNT1"	"protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1 isoform 2"	"NM_001243766"	"NP_001230695"
"CREM"	"cAMP-responsive element modulator isoform 16"	"NM_182772"	"NP_877573"
"ZNF551"	"zinc finger protein 551 isoform 1"	"NM_138347"	"NP_612356"
"KLHDC8A"	"kelch domain-containing protein 8A"	"NM_001271865"	"NP_001258794"
"GM2A"	"ganglioside GM2 activator isoform 2 precursor"	"NM_001167607"	"NP_001161079"
"PLTP"	"phospholipid transfer protein isoform a precursor"	"NM_006227"	"NP_006218"
"HDX"	"highly divergent homeobox isoform 1"	"NM_001177479"	"NP_001170950"
"ASMT"	"acetylserotonin O-methyltransferase isoform 2"	"NM_001171039"	"NP_001164510"
"SMIM7"	"small integral membrane protein 7 isoform 2 precursor"	"NM_024104"	"NP_077009"
"CLDN2"	"claudin-2"	"NM_001171092"	"NP_001164563"
"ZNF140"	"zinc finger protein 140 isoform 1"	"NM_003440"	"NP_003431"
"ZNF140"	"zinc finger protein 140 isoform 3"	"NM_001300777"	"NP_001287706"
"ZNF140"	"zinc finger protein 140 isoform 2"	"NM_001300778"	"NP_001287707"
"C16orf95"	"uncharacterized protein C16orf95 isoform 3"	"NM_001256917"	"NP_001243846"
"TRIM27"	"zinc finger protein RFP"	"NM_006510"	"NP_006501"
"WLS"	"protein wntless homolog isoform 2"	"NM_001002292"	"NP_001002292"
"TARS"	"threonine--tRNA ligase, cytoplasmic isoform 1"	"NM_152295"	"NP_689508"
"HELT"	"hairy and enhancer of split-related protein HELT isoform 1"	"NM_001300781"	"NP_001287710"
"HELT"	"hairy and enhancer of split-related protein HELT isoform 2"	"NM_001300782"	"NP_001287711"
"LOC388780"	"uncharacterized protein LOC388780"	"NM_001287682"	"NP_001274611"
"DMD"	"dystrophin Dp260-1 isoform"	"NM_004011"	"NP_004002"
"TMEM235"	"transmembrane protein 235 isoform 3 precursor"	"NM_001204212"	"NP_001191141"
"ROMO1"	"reactive oxygen species modulator 1"	"NM_080748"	"NP_542786"
"ISL1"	"insulin gene enhancer protein ISL-1"	"NM_002202"	"NP_002193"
"MTTP"	"microsomal triglyceride transfer protein large subunit isoform 2"	"NM_001300785"	"NP_001287714"
"ELAVL2"	"ELAV-like protein 2 isoform a"	"NM_004432"	"NP_004423"
"ZNF551"	"zinc finger protein 551 isoform 2"	"NM_001270938"	"NP_001257867"
"ELAVL2"	"ELAV-like protein 2 isoform b"	"NM_001171197"	"NP_001164668"
"GHR"	"growth hormone receptor isoform 3 precursor"	"NM_001242460"	"NP_001229389"
"PLTP"	"phospholipid transfer protein isoform b precursor"	"NM_182676"	"NP_872617"
"RGS1"	"regulator of G-protein signaling 1"	"NM_002922"	"NP_002913"
"KIF3A"	"kinesin-like protein KIF3A isoform 1"	"NM_001300791"	"NP_001287720"
"KIF3A"	"kinesin-like protein KIF3A isoform 2"	"NM_001300792"	"NP_001287721"
"KIF3A"	"kinesin-like protein KIF3A isoform 3"	"NM_007054"	"NP_008985"
"EML3"	"echinoderm microtubule-associated protein-like 3 isoform 1"	"NM_001300793"	"NP_001287722"
"RAN"	"GTP-binding nuclear protein Ran isoform 1"	"NM_006325"	"NP_006316"
"RAN"	"GTP-binding nuclear protein Ran isoform 2"	"NM_001300797"	"NP_001287726"
"SEPT8"	"septin-8 isoform e"	"NM_001300798"	"NP_001287727"
"SEPT8"	"septin-8 isoform f"	"NM_001300799"	"NP_001287728"
"NAA40"	"N-alpha-acetyltransferase 40 isoform 2"	"NM_001300800"	"NP_001287729"
"TP73"	"tumor protein p73 isoform j"	"NM_001204186"	"NP_001191115"
"PDCD6"	"programmed cell death protein 6 isoform 1"	"NM_013232"	"NP_037364"
"MDFI"	"myoD family inhibitor isoform 2"	"NM_001300805"	"NP_001287734"
"TARS"	"threonine--tRNA ligase, cytoplasmic isoform 1"	"NM_001258437"	"NP_001245366"
"FGF22"	"fibroblast growth factor 22 isoform 2 precursor"	"NM_001300812"	"NP_001287741"
"NOSTRIN"	"nostrin isoform 1"	"NM_052946"	"NP_443178"
"NOSTRIN"	"nostrin isoform 2"	"NM_001039724"	"NP_001034813"
"NOSTRIN"	"nostrin isoform 3"	"NM_001171632"	"NP_001165103"
"DMD"	"dystrophin Dp260-2 isoform"	"NM_004012"	"NP_004003"
"TSPAN1"	"tetraspanin-1"	"NM_005727"	"NP_005718"
"ZNF17"	"zinc finger protein 17 isoform 2"	"NM_006959"	"NP_008890"
"TRIQK"	"triple QxxK/R motif-containing protein"	"NM_001171795"	"NP_001165266"
"CREM"	"cAMP-responsive element modulator isoform 21"	"NM_183011"	"NP_898829"
"TRIQK"	"triple QxxK/R motif-containing protein"	"NM_001171797"	"NP_001165268"
"TRIQK"	"triple QxxK/R motif-containing protein"	"NM_001171798"	"NP_001165269"
"TRIQK"	"triple QxxK/R motif-containing protein"	"NM_001171799"	"NP_001165270"
"EIF4B"	"eukaryotic translation initiation factor 4B isoform 1"	"NM_001300821"	"NP_001287750"
"EIF4B"	"eukaryotic translation initiation factor 4B isoform 2"	"NM_001417"	"NP_001408"
"MTA1"	"metastasis-associated protein MTA1 isoform MTA1"	"NM_004689"	"NP_004680"
"TMEM200B"	"transmembrane protein 200B"	"NM_001003682"	"NP_001003682"
"CAMTA1"	"calmodulin-binding transcription activator 1 isoform 1"	"NM_015215"	"NP_056030"
"ANKRD30A"	"ankyrin repeat domain-containing protein 30A"	"NM_052997"	"NP_443723"
"TMEM200B"	"transmembrane protein 200B"	"NM_001171868"	"NP_001165339"
"EPB41"	"protein 4.1 isoform 4"	"NM_203342"	"NP_976217"
"MCF2"	"proto-oncogene DBL isoform d"	"NM_001171877"	"NP_001165348"
"RNF19B"	"E3 ubiquitin-protein ligase RNF19B isoform a"	"NM_153341"	"NP_699172"
"RNF19B"	"E3 ubiquitin-protein ligase RNF19B isoform b"	"NM_001127361"	"NP_001120833"
"RNF19B"	"E3 ubiquitin-protein ligase RNF19B isoform c"	"NM_001300826"	"NP_001287755"
"CDH23"	"cadherin-23 isoform 8"	"NM_001171935"	"NP_001165406"
"CDH23"	"cadherin-23 isoform 9"	"NM_001171936"	"NP_001165407"
"FUZ"	"protein fuzzy homolog isoform 1"	"NM_025129"	"NP_079405"
"SUN1"	"SUN domain-containing protein 1 isoform a"	"NM_001130965"	"NP_001124437"
"SUN1"	"SUN domain-containing protein 1 isoform b"	"NM_025154"	"NP_079430"
"SUN1"	"SUN domain-containing protein 1 isoform c"	"NM_001171944"	"NP_001165415"
"ZNF626"	"zinc finger protein 626 isoform 2"	"NM_145297"	"NP_660340"
"HPD"	"4-hydroxyphenylpyruvate dioxygenase isoform 2"	"NM_001171993"	"NP_001165464"
"PIFO"	"protein pitchfork isoform 1"	"NM_181643"	"NP_857594"
"PIFO"	"protein pitchfork isoform 2"	"NM_001300831"	"NP_001287760"
"HCK"	"tyrosine-protein kinase HCK isoform a"	"NM_002110"	"NP_002101"
"HCK"	"tyrosine-protein kinase HCK isoform b"	"NM_001172129"	"NP_001165600"
"LYRM9"	"LYR motif-containing protein 9"	"NM_001076680"	"NP_001070148"
"HCK"	"tyrosine-protein kinase HCK isoform c"	"NM_001172130"	"NP_001165601"
"IL16"	"pro-interleukin-16 isoform 1"	"NM_004513"	"NP_004504"
"HCK"	"tyrosine-protein kinase HCK isoform d"	"NM_001172131"	"NP_001165602"
"C1orf162"	"transmembrane protein C1orf162 isoform 1"	"NM_174896"	"NP_777556"
"TFCP2"	"alpha-globin transcription factor CP2 isoform 3"	"NM_001173453"	"NP_001166924"
"HCK"	"tyrosine-protein kinase HCK isoform e"	"NM_001172132"	"NP_001165603"
"C1orf162"	"transmembrane protein C1orf162 isoform 2"	"NM_001300834"	"NP_001287763"
"CREM"	"cAMP-responsive element modulator isoform 20"	"NM_183012"	"NP_898830"
"C1orf162"	"transmembrane protein C1orf162 isoform 3"	"NM_001300835"	"NP_001287764"
"SP7"	"transcription factor Sp7 isoform a"	"NM_001173467"	"NP_001166938"
"PRKD1"	"serine/threonine-protein kinase D1 isoform 2"	"NM_002742"	"NP_002733"
"SP7"	"transcription factor Sp7 isoform b"	"NM_001300837"	"NP_001287766"
"PLTP"	"phospholipid transfer protein isoform c precursor"	"NM_001242920"	"NP_001229849"
"CDH26"	"cadherin-like protein 26 isoform a precursor"	"NM_177980"	"NP_817089"
"CLCA1"	"calcium-activated chloride channel regulator 1 precursor"	"NM_001285"	"NP_001276"
"TEC"	"tyrosine-protein kinase Tec"	"NM_003215"	"NP_003206"
"ZNF556"	"zinc finger protein 556 isoform 1"	"NM_024967"	"NP_079243"
"ZNF556"	"zinc finger protein 556 isoform 2"	"NM_001300843"	"NP_001287772"
"SFTPB"	"pulmonary surfactant-associated protein B precursor"	"NM_198843"	"NP_942140"
"LEFTY2"	"left-right determination factor 2 isoform 1 preproprotein"	"NM_003240"	"NP_003231"
"OTOP2"	"otopetrin-2"	"NM_178160"	"NP_835454"
"RC3H1"	"roquin-1 isoform a"	"NM_001300850"	"NP_001287779"
"RC3H1"	"roquin-1 isoform b"	"NM_172071"	"NP_742068"
"RC3H1"	"roquin-1 isoform c"	"NM_001300851"	"NP_001287780"
"RC3H1"	"roquin-1 isoform d"	"NM_001300852"	"NP_001287781"
"ZNF548"	"zinc finger protein 548 isoform 1"	"NM_001172773"	"NP_001166244"
"CREM"	"cAMP-responsive element modulator isoform 19"	"NM_183013"	"NP_898831"
"CNGB3"	"cyclic nucleotide-gated cation channel beta-3"	"NM_019098"	"NP_061971"
"KIF23"	"kinesin-like protein KIF23 isoform 2"	"NM_004856"	"NP_004847"
"TMEM70"	"transmembrane protein 70, mitochondrial isoform a"	"NM_017866"	"NP_060336"
"INTS9"	"integrator complex subunit 9 isoform 1"	"NM_018250"	"NP_060720"
"INTS9"	"integrator complex subunit 9 isoform 2"	"NM_001145159"	"NP_001138631"
"INTS9"	"integrator complex subunit 9 isoform 3"	"NM_001172562"	"NP_001166033"
"MPND"	"MPN domain-containing protein isoform 3"	"NM_001300862"	"NP_001287791"
"AMPD1"	"AMP deaminase 1 isoform 2"	"NM_001172626"	"NP_001166097"
"ARHGAP33"	"rho GTPase-activating protein 33 isoform 1"	"NM_052948"	"NP_443180"
"IFT22"	"intraflagellar transport protein 22 homolog isoform c"	"NM_001287525"	"NP_001274454"
"ARHGAP33"	"rho GTPase-activating protein 33 isoform 2"	"NM_001172630"	"NP_001166101"
"MPND"	"MPN domain-containing protein isoform 2"	"NM_001159846"	"NP_001153318"
"MPND"	"MPN domain-containing protein isoform 1"	"NM_032868"	"NP_116257"
"CCDC183"	"coiled-coil domain-containing protein 183"	"NM_001039374"	"NP_001034463"
"ZFP62"	"zinc finger protein 62 homolog isoform 1"	"NM_152283"	"NP_689496"
"ZFP62"	"zinc finger protein 62 homolog isoform 2"	"NM_001172638"	"NP_001166109"
"TARS"	"threonine--tRNA ligase, cytoplasmic isoform 2"	"NM_001258438"	"NP_001245367"
"MPPED2"	"metallophosphoesterase MPPED2 isoform 2"	"NM_001145399"	"NP_001138871"
"RANBP3"	"ran-binding protein 3 isoform 4"	"NM_001300865"	"NP_001287794"
"CREM"	"cAMP-responsive element modulator isoform 22"	"NM_183060"	"NP_898883"
"FILIP1"	"filamin-A-interacting protein 1 isoform 3"	"NM_001300866"	"NP_001287795"
"CDC14B"	"dual specificity protein phosphatase CDC14B isoform 2"	"NM_033331"	"NP_201588"
"DMD"	"dystrophin Dp116 isoform"	"NM_004014"	"NP_004005"
"RAB40C"	"ras-related protein Rab-40C isoform a"	"NM_021168"	"NP_066991"
"RAB40C"	"ras-related protein Rab-40C isoform a"	"NM_001172663"	"NP_001166134"
"RAB40C"	"ras-related protein Rab-40C isoform a"	"NM_001172664"	"NP_001166135"
"RAB1B"	"ras-related protein Rab-1B"	"NM_030981"	"NP_112243"
"RAB40C"	"ras-related protein Rab-40C isoform a"	"NM_001172665"	"NP_001166136"
"RAB40C"	"ras-related protein Rab-40C isoform b"	"NM_001172666"	"NP_001166137"
"ZNF668"	"zinc finger protein 668 isoform a"	"NM_001172668"	"NP_001166139"
"MYH14"	"myosin-14 isoform 2"	"NM_024729"	"NP_079005"
"ZNF668"	"zinc finger protein 668 isoform b"	"NM_001172669"	"NP_001166140"
"ZNF668"	"zinc finger protein 668 isoform a"	"NM_001172670"	"NP_001166141"
"SZRD1"	"SUZ domain-containing protein 1 isoform 1"	"NM_001114600"	"NP_001108072"
"PLTP"	"phospholipid transfer protein isoform d"	"NM_001242921"	"NP_001229850"
"ZNF613"	"zinc finger protein 613 isoform 1"	"NM_001031721"	"NP_001026891"
"RHOD"	"rho-related GTP-binding protein RhoD isoform 2"	"NM_001300886"	"NP_001287815"
"PBDC1"	"protein PBDC1 isoform 2"	"NM_001300888"	"NP_001287817"
"ZNF613"	"zinc finger protein 613 isoform 2"	"NM_024840"	"NP_079116"
"NUCB2"	"nucleobindin-2 isoform 1 precursor"	"NM_005013"	"NP_005004"
"DUSP5"	"dual specificity protein phosphatase 5"	"NM_004419"	"NP_004410"
"USP40"	"ubiquitin carboxyl-terminal hydrolase 40"	"NM_018218"	"NP_060688"
"ZNF653"	"zinc finger protein 653"	"NM_138783"	"NP_620138"
"PSCA"	"prostate stem cell antigen preproprotein"	"NM_005672"	"NP_005663"
"MYO6"	"unconventional myosin-VI isoform 2"	"NM_001300899"	"NP_001287828"
"LEFTY2"	"left-right determination factor 2 isoform 2 precursor"	"NM_001172425"	"NP_001165896"
"ZNF555"	"zinc finger protein 555 isoform 1"	"NM_152791"	"NP_690004"
"MLPH"	"melanophilin isoform 3"	"NM_001281473"	"NP_001268402"
"ZNF573"	"zinc finger protein 573 isoform 1"	"NM_152360"	"NP_689573"
"PAPPA2"	"pappalysin-2 isoform 1 precursor"	"NM_020318"	"NP_064714"
"CXADR"	"coxsackievirus and adenovirus receptor isoform 5 precursor"	"NM_001207066"	"NP_001193995"
"PAPPA2"	"pappalysin-2 isoform 2 precursor"	"NM_021936"	"NP_068755"
"MYOT"	"myotilin isoform c"	"NM_001300911"	"NP_001287840"
"DBX2"	"homeobox protein DBX2"	"NM_001004329"	"NP_001004329"
"ZNF555"	"zinc finger protein 555 isoform 2"	"NM_001172775"	"NP_001166246"
"ZNF333"	"zinc finger protein 333 isoform 2"	"NM_001300912"	"NP_001287841"
"C11orf24"	"uncharacterized protein C11orf24 isoform 2 precursor"	"NM_001300913"	"NP_001287842"
"SZRD1"	"SUZ domain-containing protein 1 isoform 3"	"NM_001271869"	"NP_001258798"
"SHROOM1"	"protein Shroom1 isoform 2"	"NM_133456"	"NP_597713"
"MLPH"	"melanophilin isoform 4"	"NM_001281474"	"NP_001268403"
"LRRC4"	"leucine-rich repeat-containing protein 4 precursor"	"NM_022143"	"NP_071426"
"KIF23"	"kinesin-like protein KIF23 isoform 3"	"NM_001281301"	"NP_001268230"
"NATD1"	"protein NATD1"	"NM_152914"	"NP_690878"
"GALNT18"	"polypeptide N-acetylgalactosaminyltransferase 18"	"NM_198516"	"NP_940918"
"SP3"	"transcription factor Sp3 isoform 3"	"NM_001172712"	"NP_001166183"
"RNF214"	"RING finger protein 214 isoform 1"	"NM_001077239"	"NP_001070707"
"ANKRD61"	"ankyrin repeat domain-containing protein 61"	"NM_001271700"	"NP_001258629"
"HMGA2"	"high mobility group protein HMGI-C isoform c"	"NM_001300918"	"NP_001287847"
"ZNF726"	"zinc finger protein 726"	"NM_001244038"	"NP_001230967"
"HMGA2"	"high mobility group protein HMGI-C isoform d"	"NM_001300919"	"NP_001287848"
"CD48"	"CD48 antigen isoform 1 precursor"	"NM_001778"	"NP_001769"
"SMIM7"	"small integral membrane protein 7 isoform 1 precursor"	"NM_001300925"	"NP_001287854"
"RNF121"	"RING finger protein 121 isoform b"	"NM_001300926"	"NP_001287855"
"HYAL2"	"hyaluronidase-2 precursor"	"NM_003773"	"NP_003764"
"HYAL2"	"hyaluronidase-2 precursor"	"NM_033158"	"NP_149348"
"TRIP12"	"E3 ubiquitin-protein ligase TRIP12 isoform b"	"NM_001284215"	"NP_001271144"
"RALGPS2"	"ras-specific guanine nucleotide-releasing factor RalGPS2 isoform 1"	"NM_152663"	"NP_689876"
"PGM1"	"phosphoglucomutase-1 isoform 2"	"NM_001172818"	"NP_001166289"
"PGM1"	"phosphoglucomutase-1 isoform 3"	"NM_001172819"	"NP_001166290"
"ZNF775"	"zinc finger protein 775"	"NM_173680"	"NP_775951"
"MFF"	"mitochondrial fission factor isoform a"	"NM_001277061"	"NP_001263990"
"SNX3"	"sorting nexin-3 isoform a"	"NM_003795"	"NP_003786"
"SNX3"	"sorting nexin-3 isoform b"	"NM_152827"	"NP_690040"
"ELN"	"elastin isoform m precursor"	"NM_001278939"	"NP_001265868"
"THEMIS2"	"protein THEMIS2 isoform 3"	"NM_001105556"	"NP_001099026"
"C12orf45"	"uncharacterized protein C12orf45"	"NM_152318"	"NP_689531"
"RALGPS2"	"ras-specific guanine nucleotide-releasing factor RalGPS2 isoform 2"	"NM_001286247"	"NP_001273176"
"GHR"	"growth hormone receptor isoform 5 precursor"	"NM_001242462"	"NP_001229391"
"ZNF429"	"zinc finger protein 429"	"NM_001001415"	"NP_001001415"
"NPSR1"	"neuropeptide S receptor B short"	"NM_001300933"	"NP_001287862"
"NPSR1"	"neuropeptide S receptor isoform F"	"NM_001300934"	"NP_001287863"
"NPSR1"	"neuropeptide S receptor isoform G"	"NM_001300935"	"NP_001287864"
"CDH26"	"cadherin-like protein 26 isoform b"	"NM_021810"	"NP_068582"
"CISD1"	"CDGSH iron-sulfur domain-containing protein 1"	"NM_018464"	"NP_060934"
"SDR42E1"	"short-chain dehydrogenase/reductase family 42E member 1"	"NM_145168"	"NP_660151"
"C17orf50"	"uncharacterized protein C17orf50"	"NM_145272"	"NP_660315"
"NEDD4L"	"E3 ubiquitin-protein ligase NEDD4-like isoform 2"	"NM_001144964"	"NP_001138436"
"MFF"	"mitochondrial fission factor isoform b"	"NM_001277062"	"NP_001263991"
"GK5"	"putative glycerol kinase 5"	"NM_001039547"	"NP_001034636"
"MAP3K19"	"mitogen-activated protein kinase kinase kinase 19 isoform 1"	"NM_025052"	"NP_079328"
"THEMIS2"	"protein THEMIS2 isoform 1"	"NM_004848"	"NP_004839"
"ATF7IP2"	"activating transcription factor 7-interacting protein 2 isoform 2"	"NM_001256160"	"NP_001243089"
"BORA"	"protein aurora borealis isoform 1"	"NM_024808"	"NP_079084"
"KIF21A"	"kinesin-like protein KIF21A isoform 1"	"NM_001173464"	"NP_001166935"
"SPEM1"	"spermatid maturation protein 1"	"NM_199339"	"NP_955371"
"DLX6"	"homeobox protein DLX-6"	"NM_005222"	"NP_005213"
"MFF"	"mitochondrial fission factor isoform c"	"NM_001277063"	"NP_001263992"
"PSG2"	"pregnancy-specific beta-1-glycoprotein 2 precursor"	"NM_031246"	"NP_112536"
"C18orf25"	"uncharacterized protein C18orf25 isoform a"	"NM_145055"	"NP_659492"
"MAP3K19"	"mitogen-activated protein kinase kinase kinase 19 isoform 2"	"NM_001018046"	"NP_001018056"
"C18orf25"	"uncharacterized protein C18orf25 isoform b"	"NM_001008239"	"NP_001008240"
